No,15,ReferendumTypeCode,PrimaryContactId,AgencyCode,AgencyName,VoteDate, Amount ,ReferendaContact,YesVotes,NoVotes,ReferendumStatusCode,IsCertificationReceived,IsDpiReviewed,BriefDescription,FullDescription,ModifiedDate
121,5969,Issue Debt,,5852,Union Grove UHS School District,"Tuesday, November 5, 2024"," $ 34,900,000.00 ",Karen Mutter,4486,3627,Passed,,,"Cost of a school building and facility improvement project consisting of:  construction of additions and renovations to the High School building, including for secure entrances, technical education space and classrooms, and to connect the agriculture building to the main building; safety, security, accessibility, infrastructure, parking, athletic and site improvements, including construction of a road to improve traffic flow; and acquisition of furnishings, fixtures and equipment.","Be it resolved by the school board of Union Grove Union High School District, Racine and Kenosha Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $34,900,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of additions and renovations to the High School building, including for secure entrances, technical education space and classrooms, and to connect the agriculture building to the main building; safety, security, accessibility, infrastructure, parking, athletic and site improvements, including construction of a road to improve traffic flow; and acquisition of furnishings, fixtures and equipment.",
122,5983,Non-Recurring Referendum,,5866,Valders Area School District,"Tuesday, November 5, 2024"," $ 6,000,000.00 ",Michelle Lillibridge,2510,1833,Passed,,,"RESOLUTION TO EXCEED REVENUE CAP COMMENCING WITH THE 2025-26 SCHOOL YEAR BY AN AMOUNT OF $1,500,000","BE IT RESOLVED by the School Board of the Valders Area School District, Manitowoc County, Wisconsin, that the final school district budget shall include an amount not to exceed $1,500,000 in excess of the revenue limits imposed by Section 121.91 of the Wisconsin Statutes each year for a period of four years on a non-recurring basis, beginning with the 2025-26 school year and ending with the 2028-29 school year, for the purpose of paying District operating expenses including funds for a school resource officer, a math interventionist, an English language coordinator and to attract and retain quality staff, improve and upgrade district technology and to reopen and maintain the district/community pool.",
123,6049,Non-Recurring Referendum,,5985,Viroqua Area School District,"Tuesday, November 5, 2024"," $ 3,900,000.00 ",Chris Rozeske,2461,2491,Failed,,,"Operational Referendum - $1,300,000 per year for three years","Operational Referendum - $1,300,000 per year for three years, beginning with the 2025-2026 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operation and maintenance expenses of the District.",
124,6010,Issue Debt,,6027,Washburn School District,"Tuesday, November 5, 2024"," $ 14,430,000.00 ",Janet Kozeneski,1673,874,Passed,,,Middle/high school building referendum to provide capital maintenance updates.,"Paying the cost of a school building and facility improvement project at the Middle/High School including capital maintenance updates to encompass building systems updates; exterior brick repair; windows, flooring, ceilings replacement; site improvements; ADA modifications and renovations to restrooms; construction of an accessible and secure entrance and furniture, fixtures and equipment.",
125,5997,Recurring Referendum,,6069,Washington Island School District,"Tuesday, November 5, 2024"," $ 995,000.00 ",Sue Cornell,440,189,Passed,,,"Recurring Referenda for the Washington Island School WHEREAS, the School Board of the Washington Island School District in the Town of Washington, Door County, Wisconsin has determined that it is in the best interests of the students of the District to exceed the revenue limit to meet certain facility, equipment, and programming needs of the School District; ","BE IT RESOLVED by the School Board of the Washington Island School District that it shall include revenue in its budget for the 2025-2026 school year and thereafter a sum not to exceed $995,000.00 per school year in excess of the revenue limits set forth in Wis. Stat. § 121.91 for the purpose of meeting operational expenses. ",
126,6050,Non-Recurring Referendum,,6113,Waterford Graded J1 School District,"Tuesday, November 5, 2024"," $ 12,000,000.00 ",Jessica Andersen,4473,4918,Failed,,,"Exceed revenue limit by $3,000,000 per year for four years, beginning with the 2025-2026 school year. ","BE IT RESOLVED by the School Board of the Waterford Graded School District Joint No. 1, Racine County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $3,000,000 per year for four years, beginning with the 2025-2026 school year and ending with the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses.",
128,6023,Recurring and Non-Recurring Referendum,,6181,Waunakee Community School District,"Tuesday, November 5, 2024"," $ 20,850,000.00 ",Alexandra Dye,8139,6732,Passed,,,Operational referendum to maintain programs and services and employee compensation expenses. Referendum includes both recurring and non-recurring components - see full description.,"Shall the Waunakee Community School District, Dane County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $8,600,000 for the 2025-2026 school year, and by an additional $500,000 (for a total of $9,100,000) for the 2026-2027 school year and thereafter, for recurring purposes consisting of maintaining programs and services and for employee compensation; and by an additional $1,050,000 for the 2025-2026 school year (for a combined total of $9,650,000), and by $2,100,000 for the 2026-2027 school year (for a combined total of $11,200,000), for non-recurring purposes consisting of employee compensation expenses",
129,6024,Issue Debt,,6237,Wautoma Area School District,"Tuesday, November 5, 2024"," $ 39,800,000.00 ",Jewel Mucklin,2742,2901,Failed,,,"Initial Resolution Authorizing General Obligation Bonds in an amount not to exceed $39,800,00.00. ","BE IT RESOLVED by the School Board of the Wautoma Area School District, Waushara County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in am amount not to exceed $39,800,000 for the public purpose of paying the cost of a school facility improvement project consisting of: district-wide renovations, construction of secure entrances, capital maintenance, building infrastructure and systems improvements; construction of a middle school addition at Wautoma High School; possible removal of Riverview Elementary School and site restoration; and acquisition of furnishings, fixtures and equipment. Adopted and recorded August 19, 2024. Nicole Lehr, District President  ATTEST: Jeannette Thom, District Clerk ",
130,5949,Issue Debt,,6244,Wauwatosa School District,"Tuesday, November 5, 2024"," $ 60,000,000.00 ",Jess Huinker,18096,12890,Passed,,,"INITIAL RESOLUTION AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $60,000,000 BE IT RESOLVED by the School Board of the Wauwatosa School District, Milwaukee County, Wisconsin, that it hereby ratifies and reaffirms its final action of June 17, 2024, adopting an initial resolution directing that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $60,000,000 for the public purpose of paying the costs of school building and facility projects consisting of: deferred maintenance and Americans with Disabilities Act (ADA) facilities standards capital projects at Eisenhower, Madison, Roosevelt, Jefferson, and Washington Elementary Schools, and Montessori/Fisher and Americans with Disabilities Act (ADA) facilities standards capital projects at Wauwatosa East and Wauwatosa West High Schools. Adopted and recorded July 22, 2024.","RESOLUTION PROVIDING FOR A REFERENDUM ELECTION ON THE QUESTION OF THE APPROVAL OF AN INITIAL RESOLUTION AUTHORIZING THE ISSUANCE OF GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $60,000,000 WHEREAS, the School Board of the Wauwatosa School District, Milwaukee County, Wisconsin (the ""District""), has heretofore duly adopted and ratified a resolution entitled: ""Initial Resolution Authorizing the Issuance of General Obligation Bonds in an Amount Not to Exceed $60,000,000"" (the ""Initial Resolution""); and WHEREAS, the School Board deems it to be desirable and in the best interest of the District to ratify and reaffirm its final action of June 17, 2024, adopting a resolution directing the District Clerk to submit the question approved in the Initial Resolution to the electors for approval or rejection at the regularly scheduled election to be held on November 5, 2024. NOW, THEREFORE, BE IT RESOLVED by the School Board of the District as follows: Section 1. Referendum Election Date. The District Clerk is hereby directed to call a referendum election to be held in the District at the regularly scheduled election to be held on November 5, 2024, for the purpose of submitting to the qualified electors of the District the proposition of whether the Initial Resolution shall be approved. Section 2. Notice to Electors. The District Clerk is directed to give notice by: (a) causing a Notice to Electors in substantially the form attached hereto as Exhibit A to be published in the Milwaukee Journal Sentinel or other qualified newspaper as defined in Chapter 985, Wis. Stats., within ten days after the date hereof. (b) causing a Notice of Election in substantially the form attached hereto as Exhibit B to be published in the Milwaukee Journal Sentinel or other qualified newspaper as defined in Chapter 985, Wis. Stats., in the issue published immediately prior to the fourth Tuesday before the referendum election. (c) causing a Notice of Referendum (which includes the facsimile of the sample ballot) in substantially the form attached hereto as Exhibit C to be published in the Milwaukee Journal Sentinel or other qualified newspaper as defined in Chapter 985, Wis. Stats., in the issue published on the Monday immediately preceding the referendum election. This Notice shall also be posted in each polling place on election day. If any of the municipalities within the District use an electronic voting system employing a ballot label and ballot card, the Notice of Referendum set forth in Exhibit C shall also include a true, actual-size copy of the ballot label and ballot card in the form in which they will appear on election day. Section 3. Polling Places and Hours. The District electors must vote at the referendum election at the times and polling places at which they cast their ballots in regularly scheduled elections. Section 4. Referendum Election Officials. The election officials appointed in each of the municipalities within the District shall conduct the election. Section 5. Official Referendum Ballot Form. The ballot to be used at the referendum election shall be prepared in accordance with the provisions of Sections 5.64(2) and 7.08(1)(a), Wisconsin Statutes. The ballot shall be substantially in the form attached hereto as Exhibit D. The District Clerk shall cause to be printed sufficient ballots for use at said referendum election, both as actual ballots in those polling places which do not use voting machines and as absentee ballots where voting machines are used and as specimen ballots (the latter to be of a different and easily identifiable color from the actual ballot). The form of the ballot shall be filed with the official responsible for providing the ballots for the election, and the District Clerk shall file a copy of the ballot with the clerk of each county having territory within the District, as soon as possible after the date hereof but in no event later than 70 days prior to the election, as provided in Section 8.37, Wisconsin Statutes. If the District prepares the ballots, they should be delivered to the municipal clerks running the election at least 52 days prior to the election, to allow the municipal clerks to comply with their obligation to provide absentee ballots under Section 7.15, Wisconsin Statutes. The municipal clerks of the municipalities within the District shall receive applications for absentee ballots and initial the same when issued to qualified absentee voters. Section 6. Canvass. The returns of the referendum election shall be canvassed by the Board of Canvassers of each municipality within the District. Each Board of Canvassers shall certify the returns of the referendum election to the District Clerk. The District Clerk and two other reputable citizens appointed by the District Clerk prior to the date of the referendum election shall act as the District's Board of Canvassers for this referendum election. This Board of Canvassers shall meet in open session no later than 9:00 a.m. on the Tuesday after the election to determine the result of the referendum election. The canvass shall be open to the public and the District Clerk is directed to give due notice of said meeting. Section 7. DPI Notice. Pursuant to the provisions of Section 120.115(1), Wisconsin Statutes, the District Clerk shall notify the Department of Public Instruction of the date of the referendum election and shall provide the Department with copies of the Initial Resolution within 10 days after the adoption of the Initial Resolution and shall further notify the Department of the results of the referendum within 10 days following the election using the method prescribed by the Department. Adopted and recorded July 22, 2024.",
131,5950,Non-Recurring Referendum,,6244,Wauwatosa School District,"Tuesday, November 5, 2024"," $ 64,400,000.00 ",Jess Huinker,17664,13310,Passed,,,"INITIAL RESOLUTION AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE LIMITS FOR NON-RECURRING PURPOSES BE IT RESOLVED by the School Board of the Wauwatosa School District, Milwaukee County, Wisconsin, that it hereby ratifies and reaffirms its final action of June 17, 2024, adopting an initial resolution authorizing the District to exceed the statutory revenue limit by $16,100,000 per year beginning with the 2025-2026 school year and ending with the 2028-2029 school year, for non-recurring purposes consisting of funding operational expenses, including salaries, benefits, and instructional and co-curricular programming. Adopted and recorded July 22, 2024.","RESOLUTION PROVIDING FOR A REFERENDUM ELECTION ON THE QUESTION OF THE APPROVAL OF AN INITIAL RESOLUTION AUTHORIZING THE DISTRICT TO EXCEED STATE REVENUE LIMITS BY $16,100,000 PER YEAR BEGINNING WITH THE 2025-2026 SCHOOL YEAR THROUGH THE 2028-2029 SCHOOL YEAR FOR NON-RECURRING PURPOSES WHEREAS, the School Board of the Wauwatosa School District, Milwaukee County, Wisconsin (the ""District""), has heretofore duly adopted and ratified a resolution entitled: ""Initial Resolution Authorizing the District Budget to Exceed State Revenue Limits by $16,100,000 Per Year Beginning with the 2025-2026 School Year Through the 2028-2029 School Year for Non-Recurring Purposes"" (the ""Initial Resolution""); and WHEREAS, the School Board deems it to be desirable and in the best interest of the District to ratify and reaffirm its final action of June 17, 2024, adopting a resolution directing the District Clerk to submit the question approved in the Initial Resolution to the electors for approval or rejection at the regularly scheduled election to be held on November 5, 2024. NOW, THEREFORE, BE IT RESOLVED by the School Board of the District as follows: Section 1. Referendum Election Date. The District Clerk is hereby directed to call a referendum election to be held in the District at the regularly scheduled election to be held on November 5, 2024, for the purpose of submitting to the qualified electors of the District the proposition of whether the Initial Resolution shall be approved. Section 2. Notice to Electors. The District Clerk is directed to give notice by: (a) causing a Notice of Election in substantially the form attached hereto as Exhibit A to be published in the Milwaukee Journal Sentinel or other qualified newspaper as defined in Chapter 985, Wis. Stats., in the issue published immediately prior to the fourth Tuesday before the referendum election. (b) causing a Notice of Referendum (which includes the facsimile of the sample ballot) in substantially the form attached hereto as Exhibit B to be published in the Milwaukee Journal Sentinel or other qualified newspaper as defined in Chapter 985, Wis. Stats., in the issue published on the Monday immediately preceding the referendum election. This Notice shall also be posted in each polling place on election day. If any of the municipalities within the District use an electronic voting system employing a ballot label and ballot card, the Notice of Referendum set forth in Exhibit B shall also include a true, actual-size copy of the ballot label and ballot card in the form in which they will appear on election day. Section 3. Polling Places and Hours. The District electors must vote at the referendum election at the times and polling places at which they cast their ballots in regularly scheduled elections. Section 4. Referendum Election Officials. The election officials appointed in each of the municipalities within the District shall conduct the election. Section 5. Official Referendum Ballot Form. The ballot to be used at the referendum election shall be prepared in accordance with the provisions of Sections 5.64(2) and 7.08(1)(a), Wisconsin Statutes. The ballot shall be substantially in the form attached hereto as Exhibit C. The District Clerk shall cause to be printed sufficient ballots for use at said referendum election, both as actual ballots in those polling places which do not use voting machines and as absentee ballots where voting machines are used and as specimen ballots (the latter to be of a different and easily identifiable color from the actual ballot). The form of the ballot shall be filed with the official responsible for providing the ballots for the election, and the District Clerk shall file a copy of the ballot with the clerk of each county having territory within the District, as soon as possible after the date hereof but in no event later than 70 days prior to the election, as provided in Section 8.37, Wisconsin Statutes. If the District prepares the ballots, they should be delivered to the municipal clerks running the election at least 52 days prior to the election, to allow the municipal clerks to comply with their obligation to provide absentee ballots under Section 7.15, Wisconsin Statutes. The municipal clerks of the municipalities within the District shall receive applications for absentee ballots and initial the same when issued to qualified absentee voters. Section 6. Canvass. The returns of the referendum election shall be canvassed by the Board of Canvassers of each municipality within the District. Each Board of Canvassers shall certify the returns of the referendum election to the District Clerk. The District Clerk and two other reputable citizens appointed by the District Clerk prior to the date of the referendum election shall act as the District's Board of Canvassers for this referendum election. This Board of Canvassers shall meet in open session no later than 9:00 a.m. on the Tuesday after the election to determine the result of the referendum election. The canvass shall be open to the public and the District Clerk is directed to give due notice of said meeting. Section 7. DPI Notice. Pursuant to the provisions of Section 121.191(3)(a)1., Wisconsin Statutes, the District Clerk shall notify the Department of Public Instruction of the date of the referendum election and shall provide the Department with copies of the Initial Resolution within 10 days after the adoption of the Initial Resolution and shall further notify the Department of the results of the referendum within 10 days following the election using the method prescribed by the Department. Adopted and recorded July 22, 2024.",
132,5961,Issue Debt,,6300,West Allis-West Milwaukee School District,"Tuesday, November 5, 2024"," $ 70,000,000.00 ",Aaron Norris,19347,12661,Passed,,,"District-wide school facility improvement project consisting of: safety, security, and accessibility updates; roofing, HVAC, boiler, technical education, building infrastructure and site repairs; capital maintenance; and acquisition of furnishings, fixtures and equipment.","Shall the West Allis-West Milwaukee School District, Milwaukee and Waukesha Counties, Wisconsin, be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $70,000,000 for the public purpose of paying the cost of a district-wide school facility improvement project consisting of: safety, security, and accessibility updates; roofing, HVAC, boiler, technical education, building infrastructure and site repairs; capital maintenance; and acquisition of furnishings, fixtures and equipment.",
133,5961,Recurring Referendum,,6300,West Allis-West Milwaukee School District,"Tuesday, November 5, 2024"," $ 5,800,000.00 ",Aaron Norris,20481,11312,Passed,,,Operating Costs for Teacher Compensation,"Shall the West Allis-West Milwaukee School District, Milwaukee and Waukesha Counties, Wisconsin, be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $5,800,000 beginning with the 2025-2026 school year, for recurring purposes consisting of only teacher and staff compensation?",
134,6046,Issue Debt,,6307,West Bend School District,"Tuesday, November 5, 2024"," $ 106,250,000.00 ",Crystal Eggers,18470,13657,Passed,,,"Shall the West Bend Joint School District Number 1, Washington County, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $106,250,000 for the public purpose of paying the cost of a district-wide school building and facility improvement project consisting of:  construction of a new Jackson Elementary building on district-owned land; renovations and construction of additions, including for safe and secure entrances at East/West High Schools; renovations, including new safe and secure entrances and grade level reconfiguration at Green Tree and McLane Schools; renovations and grade level reconfiguration at Silverbrook and Badger Schools; district-wide capital maintenance and site improvements; and acquisition of furnishings, fixtures and equipment?","BE IT RESOLVED by the School Board of the West Bend Joint School District Number 1, Washington County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $106,250,000 for the public purpose of paying the cost of a district-wide school building and facility improvement project consisting of:  construction of a new Jackson Elementary building on district-owned land; renovations and construction of additions, including for safe and secure entrances at East/West High Schools; renovations, including new safe and secure entrances and grade level reconfiguration at Green Tree and McLane Schools; renovations and grade level reconfiguration at Silverbrook and Badger Schools; district-wide capital maintenance and site improvements; and acquisition of furnishings, fixtures and equipment.",
135,6039,Issue Debt,,6370,West Salem School District,"Tuesday, November 5, 2024"," $ 28,000,000.00 ",Shawn Handland,3340,3014,Passed,,,"School facility improvement project consisting of:  construction of a career and technical education addition with a fitness center, construction of a replacement greenhouse and renovations at the High School; construction of a gymnasium addition and renovations at the Elementary School; district-wide capital maintenance, building systems, safety, security and site improvements; and acquisition of furnishings, fixtures and equipment.","BE IT RESOLVED by the School Board of the School District of West Salem, La Crosse County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $28,000,000 for the public purpose of paying the cost of a school facility improvement project consisting of:  construction of a career and technical education addition with a fitness center, construction of a replacement greenhouse and renovations at the High School; construction of a gymnasium addition and renovations at the Elementary School; district-wide capital maintenance, building systems, safety, security and site improvements; and acquisition of furnishings, fixtures and equipment.",
136,6038,Recurring Referendum,,6370,West Salem School District,"Tuesday, November 5, 2024"," $ 3,500,000.00 ",Shawn Handland,3747,2627,Passed,,,"For recurring purposes consisting of maintaining educational programming, facilities and buses and paying salary and other operational expenses.","BE IT RESOLVED by the School Board of the School District of West Salem, La Crosse County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $3,500,000 beginning with the 2025-2026 school year, for recurring purposes consisting of maintaining educational programming, facilities and buses and paying salary and other operational expenses.",
137,5927,Issue Debt,,6335,Westfield School District,"Tuesday, November 5, 2024"," $ 27,000,000.00 ",Veronica VanDerhyden,3447,2073,Passed,,,"District-wide capital maintenance, building infrastructure, systems, safety, security and site improvements; and acquisition of furnishings, fixtures and equipment.","For the public purpose of paying the cost of a school facility improvement project consisting of: district-wide capital maintenance, building infrastructure, systems, safety, security and site improvements; and acquisition of furnishings, fixtures and equipment.",
138,5985,Non-Recurring Referendum,,6440,White Lake School District,"Tuesday, November 5, 2024"," $ 5,500,000.00 ",Amy Peters,630,393,Passed,,,"Shall the White Lake School District, Langlade County, Wisconsin, be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, on a nonrecurring basis by $1,100,000 in each of five (5) consecutive years, specifically the 2025-2026, 2026-2027, 2027-2028, 2028-2029, and 2029-2030 School Years. Such additional revenues to be used for the costs associated with maintaining its instructional programming and to cover operational costs of the White Lake School District?","Shall the White Lake School District, Langlade County, Wisconsin, be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, on a nonrecurring basis by $1,100,000 in each of five (5) consecutive years, specifically the 2025-2026, 2026-2027, 2027-2028, 2028-2029, and 2029-2030 School Years. Such additional revenues to be used for the costs associated with maintaining its instructional programming and to cover operational costs of the White Lake School District?",
139,5934,Issue Debt,,6470,Whitnall School District,"Tuesday, November 5, 2024"," $ 79,100,000.00 ",Jon Duhr,7160,3844,Passed,,,"$79.1 million capital referendum for building and facility improvements to EES, HCE, WMS and WHS school buildings.","BE IT RESOLVED by the School Board of the Whitnall School District, Milwaukee County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $79,100,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of an addition, renovations and site improvements at Whitnall High School, including for a new pool, entrance, locker rooms and support space, updates to science labs, the kitchen, auditorium, gymnasium and locker rooms, and conversion of the current pool into weight/fitness, wrestling and multi-purpose spaces; construction of an addition for classrooms and a gymnasium, site improvements, and renovations at Edgerton Elementary School, including updates to classrooms, the cafeteria and main office reconfiguration; district-wide infrastructure, building systems and ADA compliance improvements, including air conditioning at Hales Corners Elementary School and roof replacement at Whitnall Middle School; and acquisition of furnishings, fixtures and equipment.",
140,5968,Issue Debt,,6678,Wisconsin Dells School District,"Tuesday, November 5, 2024"," $ 4,500,000.00 ",Brian Krey,3766,2914,Passed,,,"$4,500,000 for safety and security improvements at Wisconsin Dells Middle School and traffic flow, and site improvements at Spring Hill Elementary School. ","BE IT RESOLVED by the School Board of the School District of Wisconsin Dells, Sauk, Adams, Columbia, Juneau and Marquette Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $4,500,000 for the public purpose of paying the cost of a school facility improvement project consisting of safety and security improvements, including related equipment, construction of a secure entrance at Wisconsin Dells Middle School, and traffic flow and site improvements at Spring Hill Elementary School.",
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,," $ 4,278,650,513.00 ",,,,,,,,,
